Timestamp,gpu0r0,gpu0w0,gpu0r1,gpu0w1,gpu0r2,gpu0w2,gpu0r3,gpu0w3,gpu0r4,gpu0w4,gpu0r5,gpu0w5,gpu0r6,gpu0w6,gpu0r7,gpu0w7,gpu1r0,gpu1w0,gpu1r1,gpu1w1,gpu1r2,gpu1w2,gpu1r3,gpu1w3,gpu1r4,gpu1w4,gpu1r5,gpu1w5,gpu1r6,gpu1w6,gpu1r7,gpu1w7,gpu2r0,gpu2w0,gpu2r1,gpu2w1,gpu2r2,gpu2w2,gpu2r3,gpu2w3,gpu2r4,gpu2w4,gpu2r5,gpu2w5,gpu2r6,gpu2w6,gpu2r7,gpu2w7,gpu3r0,gpu3w0,gpu3r1,gpu3w1,gpu3r2,gpu3w2,gpu3r3,gpu3w3,gpu3r4,gpu3w4,gpu3r5,gpu3w5,gpu3r6,gpu3w6,gpu3r7,gpu3w7,gpu4r0,gpu4w0,gpu4r1,gpu4w1,gpu4r2,gpu4w2,gpu4r3,gpu4w3,gpu4r4,gpu4w4,gpu4r5,gpu4w5,gpu4r6,gpu4w6,gpu4r7,gpu4w7,gpu5r0,gpu5w0,gpu5r1,gpu5w1,gpu5r2,gpu5w2,gpu5r3,gpu5w3,gpu5r4,gpu5w4,gpu5r5,gpu5w5,gpu5r6,gpu5w6,gpu5r7,gpu5w7,gpu6r0,gpu6w0,gpu6r1,gpu6w1,gpu6r2,gpu6w2,gpu6r3,gpu6w3,gpu6r4,gpu6w4,gpu6r5,gpu6w5,gpu6r6,gpu6w6,gpu6r7,gpu6w7,gpu7r0,gpu7w0,gpu7r1,gpu7w1,gpu7r2,gpu7w2,gpu7r3,gpu7w3,gpu7r4,gpu7w4,gpu7r5,gpu7w5,gpu7r6,gpu7w6,gpu7r7,gpu7w7
1743990368,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990369,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990371,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990372,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990374,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990376,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990377,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990379,N/A,N/A,159909087122,161708823072,161425425210,160764804223,159526500133,159359980916,162306761780,161399727926,163698448316,163580156352,160413596138,159700456850,166465096210,167099953541",0,0,N/A,N/A,160610242046,160271552047,158861060910,158310383827,159736959255,159208961604,158767354795,160898812748,164116111400,164868975901,167099206723,166464768222",0,0,165469236316,165215037737,N/A,N/A,158881836546,156294898482,158007705538,158078445746,162740265946,162742069761,163580156349,163698448313,156621224321,156364977278",0,0,161811946043,161396359411,158452257198,158916811486,N/A,N/A,160463960436,160594903874,164869203936,164116313690,162742069760,162740265946,157026533802,156645891468",0,0,156373305370,156720509379,158916640786,158452234219,159360059140,159526506272,N/A,N/A,162853460433,160715561432,157431626103,157572263455,158464762133,161956372949",0,0,157202887425,158508180141,158819207264,158545633861,158336283583,158877678311,160594903759,160463954115,N/A,N/A,159700464965,160413594043,164939721089,161250189869",0,0,156720509378,156373305369,160764824580,161425519549,156012634374,155830823962,159208961603,159736959253,160251013804,159625626281,N/A,N/A,156369081114,156622223283",0,0,159503527513,158015324963,160269721087,160608331585,154161127490,156709299464,161399732441,162306760912,160386482774,159640375955,157582021551,157430411367,N/A,N/A"
1743990380,N/A,N/A,159909673126,161709410196,161426012578,160765392123,159527084008,159360565632,162307350842,161400318068,163699034202,163580743537,160414183854,159701045857,166465679713,167100537906",0,0,N/A,N/A,160610827191,160272138167,158861645177,158310968642,159737542505,159209544458,158767943266,160899401360,164116684183,164869549611,167099791088,166465351726",0,0,165469878997,165215680683,N/A,N/A,158882480912,156295543399,158008355251,158079094878,162740907772,162742711523,163580829255,163699150108,156621931153,156365688117",0,0,161812662011,161397074071,158452972625,158917526503,N/A,N/A,160464667189,160595611223,164869906815,164117015825,162742772376,162740968592,157027231664,156646589566",0,0,156374006828,156721211599,158917355804,158452949646,159360778390,159527224848,N/A,N/A,162854179302,160716281587,157432330840,157572968711,158465459687,161957069728",0,0,157203609056,158508939965,158819988101,158546414294,158337060576,158878455061,160595674325,160464723961,N/A,N/A,159701250565,160414382446,164940536989,161251010230",0,0,156721331941,156374127272,160765672685,161426367415,156013467434,155831657362,159209800861,159737798999,160251839552,159626452256,N/A,N/A,156369917230,156623058627",0,0,159504347296,158016146048,160270564439,160609173308,154161967666,156710129746,161400585755,162307613331,160387307183,159641200628,157582848800,157431238206,N/A,N/A"
1743990382,N/A,N/A,159917324357,161716865867,161433530159,160772908829,159534586130,159368064913,162314913780,161407880357,163706474065,163588189226,160421639399,159708498726,166473189565,167108052016",0,0,N/A,N/A,160618268820,160279588772,158869099042,158318420353,159744928671,159216939512,158775462241,160906924673,164124133495,164876998621,167107306574,166472863362",0,0,165477322612,165223121970,N/A,N/A,158889722233,156302729803,158015610422,158086348661,162748035879,162749837646,163588192442,163706477505,156629090567,156372843678",0,0,161819705321,161404397042,158460189472,158924735837,N/A,N/A,160471938362,160602885263,164877229338,164124338693,162749839060,162748037474,157034388151,156653749939",0,0,156381112362,156728321758,158924566384,158460167911,159368149136,159534598659,N/A,N/A,162861575192,160723673649,157439464692,157580105345,158472378445,161964253451",0,0,157210696642,158515984343,158827212367,158553633666,158344326268,158885722860,160602888225,160471935293,N/A,N/A,159708514437,160421645439,164947868001,161258077649",0,0,156728324673,156381115407,160772938175,161433634108,156020491412,155838677924,159216946969,159744936447,160258843247,159633456960,N/A,N/A,156376953131,156630095388",0,0,159511334357,158023137055,160277767055,160616367870,154168943653,156717137951,161407895865,162314924426,160394289133,159648186126,157589868016,157438254902,N/A,N/A"
